ID,ProvinsiID,NamaProvinsi,Wilayah,JenisPerlakuan,JenisPerairan,Tahun,Volume
189,71,Sulawesi Utara,Sulawesi,semua,Laut,2006,189546
190,75,Gorontalo,Sulawesi,semua,Laut,2006,48213
191,72,Sulawesi Tengah,Sulawesi,semua,Laut,2006,96738
192,73,Sulawesi Selatan,Sulawesi,semua,Laut,2006,281939
193,76,Sulawesi Barat,Sulawesi,semua,Laut,2006,46727
194,74,Sulawesi Tenggara,Sulawesi,semua,Laut,2006,200689
195,81,Maluku,Maluku - Papua,semua,Laut,2006,484406
196,82,Maluku Utara,Maluku - Papua,semua,Laut,2006,117321
197,91,Papua Barat,Maluku - Papua,semua,Laut,2006,100574
198,94,Papua,Maluku - Papua,semua,Laut,2006,218327
199,11,Aceh,Sumatera,semua,Laut,2007,130550
200,12,Sumatera Utara,Sumatera,semua,Laut,2007,348222
201,13,Sumatera Barat,Sumatera,semua,Laut,2007,187092
202,14,Riau,Sumatera,semua,Laut,2007,102090
203,21,Kepulauan Riau,Sumatera,semua,Laut,2007,193556
204,15,Jambi,Sumatera,semua,Laut,2007,43638
205,16,Sumatera Selatan,Sumatera,semua,Laut,2007,38569
206,19,Kepulauan Bangka Belitung,Sumatera,semua,Laut,2007,123202
207,17,Bengkulu,Sumatera,semua,Laut,2007,42435
208,18,Lampung,Sumatera,semua,Laut,2007,135214
209,36,Banten,Jawa,semua,Laut,2007,61679
210,31,DKI Jakarta,Jawa,semua,Laut,2007,146240
211,32,Jawa Barat,Jawa,semua,Laut,2007,167288
212,33,Jawa Tengah,Jawa,semua,Laut,2007,154442
213,34,DI Yogyakarta,Jawa,semua,Laut,2007,2629
214,35,Jawa Timur,Jawa,semua,Laut,2007,382877
215,51,Bali,Bali - Nusa Tenggara,semua,Laut,2007,106212
216,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,semua,Laut,2007,99554
217,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,semua,Laut,2007,101217
218,61,Kalimantan Barat,Kalimantan,semua,Laut,2007,65828
219,62,Kalimantan Tengah,Kalimantan,semua,Laut,2007,48570
220,63,Kalimantan Selatan,Kalimantan,semua,Laut,2007,98684
221,64,Kalimantan Timur,Kalimantan,semua,Laut,2007,95740
222,71,Sulawesi Utara,Sulawesi,semua,Laut,2007,191257
223,75,Gorontalo,Sulawesi,semua,Laut,2007,49060
224,72,Sulawesi Tengah,Sulawesi,semua,Laut,2007,116830
225,73,Sulawesi Selatan,Sulawesi,semua,Laut,2007,282535
226,76,Sulawesi Barat,Sulawesi,semua,Laut,2007,66449
227,74,Sulawesi Tenggara,Sulawesi,semua,Laut,2007,204195
228,81,Maluku,Maluku - Papua,semua,Laut,2007,489249
229,82,Maluku Utara,Maluku - Papua,semua,Laut,2007,134354
230,91,Papua Barat,Maluku - Papua,semua,Laut,2007,101411
231,94,Papua,Maluku - Papua,semua,Laut,2007,224191
232,11,Aceh,Sumatera,semua,Laut,2008,129947
233,12,Sumatera Utara,Sumatera,semua,Laut,2008,354535
234,13,Sumatera Barat,Sumatera,semua,Laut,2008,187043
235,14,Riau,Sumatera,semua,Laut,2008,87917
236,21,Kepulauan Riau,Sumatera,semua,Laut,2008,225439
237,15,Jambi,Sumatera,semua,Laut,2008,43945
238,16,Sumatera Selatan,Sumatera,semua,Laut,2008,38653
239,19,Kepulauan Bangka Belitung,Sumatera,semua,Laut,2008,150496
240,17,Bengkulu,Sumatera,semua,Laut,2008,57655
241,18,Lampung,Sumatera,semua,Laut,2008,144859
242,36,Banten,Jawa,semua,Laut,2008,55858
243,31,DKI Jakarta,Jawa,semua,Laut,2008,144718
244,32,Jawa Barat,Jawa,semua,Laut,2008,176449
245,33,Jawa Tengah,Jawa,semua,Laut,2008,174831
246,34,DI Yogyakarta,Jawa,semua,Laut,2008,1939
247,35,Jawa Timur,Jawa,semua,Laut,2008,394262
248,51,Bali,Bali - Nusa Tenggara,semua,Laut,2008,95983
249,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,semua,Laut,2008,98980
250,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,semua,Laut,2008,97243
251,61,Kalimantan Barat,Kalimantan,semua,Laut,2008,75998
252,62,Kalimantan Tengah,Kalimantan,semua,Laut,2008,48162
253,63,Kalimantan Selatan,Kalimantan,semua,Laut,2008,106484
254,64,Kalimantan Timur,Kalimantan,semua,Laut,2008,92176
255,71,Sulawesi Utara,Sulawesi,semua,Laut,2008,206151
256,75,Gorontalo,Sulawesi,semua,Laut,2008,62921
257,72,Sulawesi Tengah,Sulawesi,semua,Laut,2008,139018
258,73,Sulawesi Selatan,Sulawesi,semua,Laut,2008,250138
259,76,Sulawesi Barat,Sulawesi,semua,Laut,2008,68249
260,74,Sulawesi Tenggara,Sulawesi,semua,Laut,2008,208304
261,81,Maluku,Maluku - Papua,semua,Laut,2008,315409
262,82,Maluku Utara,Maluku - Papua,semua,Laut,2008,143164
263,91,Papua Barat,Maluku - Papua,semua,Laut,2008,99952
264,94,Papua,Maluku - Papua,semua,Laut,2008,225055
265,11,Aceh,Sumatera,semua,Laut,2009,138942
266,12,Sumatera Utara,Sumatera,semua,Laut,2009,358664
267,13,Sumatera Barat,Sumatera,semua,Laut,2009,191345
268,14,Riau,Sumatera,semua,Laut,2009,75520
269,21,Kepulauan Riau,Sumatera,semua,Laut,2009,225469
270,15,Jambi,Sumatera,semua,Laut,2009,44120
271,16,Sumatera Selatan,Sumatera,semua,Laut,2009,39735
272,19,Kepulauan Bangka Belitung,Sumatera,semua,Laut,2009,153222
273,17,Bengkulu,Sumatera,semua,Laut,2009,44209
274,18,Lampung,Sumatera,semua,Laut,2009,164552
275,36,Banten,Jawa,semua,Laut,2009,88417
276,31,DKI Jakarta,Jawa,semua,Laut,2009,148115
277,32,Jawa Barat,Jawa,semua,Laut,2009,138731
278,33,Jawa Tengah,Jawa,semua,Laut,2009,190681
279,34,DI Yogyakarta,Jawa,semua,Laut,2009,54611
280,35,Jawa Timur,Jawa,semua,Laut,2009,350804
281,51,Bali,Bali - Nusa Tenggara,semua,Laut,2009,101926
282,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,semua,Laut,2009,99221
283,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,semua,Laut,2009,117190
284,61,Kalimantan Barat,Kalimantan,semua,Laut,2009,77442
285,62,Kalimantan Tengah,Kalimantan,semua,Laut,2009,47359
286,63,Kalimantan Selatan,Kalimantan,semua,Laut,2009,109330
287,64,Kalimantan Timur,Kalimantan,semua,Laut,2009,93762
288,71,Sulawesi Utara,Sulawesi,semua,Laut,2009,214110
289,75,Gorontalo,Sulawesi,semua,Laut,2009,66717
290,72,Sulawesi Tengah,Sulawesi,semua,Laut,2009,148806
291,73,Sulawesi Selatan,Sulawesi,semua,Laut,2009,219417
292,76,Sulawesi Barat,Sulawesi,semua,Laut,2009,70728
293,74,Sulawesi Tenggara,Sulawesi,semua,Laut,2009,217515
294,81,Maluku,Maluku - Papua,semua,Laut,2009,341966
295,82,Maluku Utara,Maluku - Papua,semua,Laut,2009,145355
296,91,Papua Barat,Maluku - Papua,semua,Laut,2009,106089
297,94,Papua,Maluku - Papua,semua,Laut,2009,228165
298,11,Aceh,Sumatera,semua,Laut,2010,126701
299,12,Sumatera Utara,Sumatera,semua,Laut,2010,341323
300,13,Sumatera Barat,Sumatera,semua,Laut,2010,192658
301,14,Riau,Sumatera,semua,Laut,2010,77102
302,21,Kepulauan Riau,Sumatera,semua,Laut,2010,196633
303,15,Jambi,Sumatera,semua,Laut,2010,44524
304,16,Sumatera Selatan,Sumatera,semua,Laut,2010,40877
305,19,Kepulauan Bangka Belitung,Sumatera,semua,Laut,2010,159421
306,17,Bengkulu,Sumatera,semua,Laut,2010,44241
307,18,Lampung,Sumatera,semua,Laut,2010,143813
308,36,Banten,Jawa,semua,Laut,2010,57254
309,31,DKI Jakarta,Jawa,semua,Laut,2010,172422
310,32,Jawa Barat,Jawa,semua,Laut,2010,180405
311,33,Jawa Tengah,Jawa,semua,Laut,2010,212635
312,34,DI Yogyakarta,Jawa,semua,Laut,2010,4239
313,35,Jawa Timur,Jawa,semua,Laut,2010,338918
314,51,Bali,Bali - Nusa Tenggara,semua,Laut,2010,104927
315,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,semua,Laut,2010,111886
316,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,semua,Laut,2010,90185
317,61,Kalimantan Barat,Kalimantan,semua,Laut,2010,86255
318,62,Kalimantan Tengah,Kalimantan,semua,Laut,2010,52123
319,63,Kalimantan Selatan,Kalimantan,semua,Laut,2010,115555
320,64,Kalimantan Timur,Kalimantan,semua,Laut,2010,115601
321,71,Sulawesi Utara,Sulawesi,semua,Laut,2010,220760
322,75,Gorontalo,Sulawesi,semua,Laut,2010,72325
323,72,Sulawesi Tengah,Sulawesi,semua,Laut,2010,140465
324,73,Sulawesi Selatan,Sulawesi,semua,Laut,2010,216459
325,76,Sulawesi Barat,Sulawesi,semua,Laut,2010,71178
326,74,Sulawesi Tenggara,Sulawesi,semua,Laut,2010,221412
327,81,Maluku,Maluku - Papua,semua,Laut,2010,559000
328,82,Maluku Utara,Maluku - Papua,semua,Laut,2010,148028
329,91,Papua Barat,Maluku - Papua,semua,Laut,2010,116593
330,94,Papua,Maluku - Papua,semua,Laut,2010,263528
331,11,Aceh,Sumatera,semua,Laut,2011,143681
332,12,Sumatera Utara,Sumatera,semua,Laut,2011,463201
333,13,Sumatera Barat,Sumatera,semua,Laut,2011,196511
334,14,Riau,Sumatera,semua,Laut,2011,90503
335,21,Kepulauan Riau,Sumatera,semua,Laut,2011,157506
336,15,Jambi,Sumatera,semua,Laut,2011,44700
337,16,Sumatera Selatan,Sumatera,semua,Laut,2011,43800
338,19,Kepulauan Bangka Belitung,Sumatera,semua,Laut,2011,192474
339,17,Bengkulu,Sumatera,semua,Laut,2011,39860
340,18,Lampung,Sumatera,semua,Laut,2011,154484
341,36,Banten,Jawa,semua,Laut,2011,57891
342,31,DKI Jakarta,Jawa,semua,Laut,2011,180198
343,32,Jawa Barat,Jawa,semua,Laut,2011,185825
344,33,Jawa Tengah,Jawa,semua,Laut,2011,251536
345,34,DI Yogyakarta,Jawa,semua,Laut,2011,3954
346,35,Jawa Timur,Jawa,semua,Laut,2011,362624
347,51,Bali,Bali - Nusa Tenggara,semua,Laut,2011,100503
348,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,semua,Laut,2011,140170
349,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,semua,Laut,2011,102137
350,61,Kalimantan Barat,Kalimantan,semua,Laut,2011,94063
351,62,Kalimantan Tengah,Kalimantan,semua,Laut,2011,46400
352,63,Kalimantan Selatan,Kalimantan,semua,Laut,2011,115688
353,64,Kalimantan Timur,Kalimantan,semua,Laut,2011,102907
354,71,Sulawesi Utara,Sulawesi,semua,Laut,2011,230523
355,75,Gorontalo,Sulawesi,semua,Laut,2011,75680
356,72,Sulawesi Tengah,Sulawesi,semua,Laut,2011,145784
357,73,Sulawesi Selatan,Sulawesi,semua,Laut,2011,218819
358,76,Sulawesi Barat,Sulawesi,semua,Laut,2011,72454
359,74,Sulawesi Tenggara,Sulawesi,semua,Laut,2011,227356
360,81,Maluku,Maluku - Papua,semua,Laut,2011,567953
361,82,Maluku Utara,Maluku - Papua,semua,Laut,2011,150232
362,91,Papua Barat,Maluku - Papua,semua,Laut,2011,117053
363,94,Papua,Maluku - Papua,semua,Laut,2011,269259
364,11,Aceh,Sumatera,dipasarkan segar,Laut,2001,89646
365,12,Sumatera Utara,Sumatera,dipasarkan segar,Laut,2001,189750
366,13,Sumatera Barat,Sumatera,dipasarkan segar,Laut,2001,70107
367,14,Riau,Sumatera,dipasarkan segar,Laut,2001,204948
368,21,Kepulauan Riau,Sumatera,dipasarkan segar,Laut,2001,0
369,15,Jambi,Sumatera,dipasarkan segar,Laut,2001,18743
370,16,Sumatera Selatan,Sumatera,dipasarkan segar,Laut,2001,29370
371,19,Kepulauan Bangka Belitung,Sumatera,dipasarkan segar,Laut,2001,107598
372,17,Bengkulu,Sumatera,dipasarkan segar,Laut,2001,17698
373,18,Lampung,Sumatera,dipasarkan segar,Laut,2001,105802
374,36,Banten,Jawa,dipasarkan segar,Laut,2001,108109
375,31,DKI Jakarta,Jawa,dipasarkan segar,Laut,2001,94604
376,32,Jawa Barat,Jawa,dipasarkan segar,Laut,2001,63693
377,33,Jawa Tengah,Jawa,dipasarkan segar,Laut,2001,88135
378,34,DI Yogyakarta,Jawa,dipasarkan segar,Laut,2001,1339
379,35,Jawa Timur,Jawa,dipasarkan segar,Laut,2001,97716
380,51,Bali,Bali - Nusa Tenggara,dipasarkan segar,Laut,2001,32283
381,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,dipasarkan segar,Laut,2001,34756
382,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,dipasarkan segar,Laut,2001,56841
383,61,Kalimantan Barat,Kalimantan,dipasarkan segar,Laut,2001,38064
384,62,Kalimantan Tengah,Kalimantan,dipasarkan segar,Laut,2001,24002
385,63,Kalimantan Selatan,Kalimantan,dipasarkan segar,Laut,2001,51712
386,64,Kalimantan Timur,Kalimantan,dipasarkan segar,Laut,2001,46656
387,71,Sulawesi Utara,Sulawesi,dipasarkan segar,Laut,2001,90164
388,75,Gorontalo,Sulawesi,dipasarkan segar,Laut,2001,14090
389,72,Sulawesi Tengah,Sulawesi,dipasarkan segar,Laut,2001,49918
390,73,Sulawesi Selatan,Sulawesi,dipasarkan segar,Laut,2001,210305
391,76,Sulawesi Barat,Sulawesi,dipasarkan segar,Laut,2001,0
392,74,Sulawesi Tenggara,Sulawesi,dipasarkan segar,Laut,2001,109228
393,81,Maluku,Maluku - Papua,dipasarkan segar,Laut,2001,66313
394,82,Maluku Utara,Maluku - Papua,dipasarkan segar,Laut,2001,50182
395,91,Papua Barat,Maluku - Papua,dipasarkan segar,Laut,2001,0
396,94,Papua,Maluku - Papua,dipasarkan segar,Laut,2001,73492
397,11,Aceh,Sumatera,dipasarkan segar,Laut,2002,77952
398,12,Sumatera Utara,Sumatera,dipasarkan segar,Laut,2002,209067
399,13,Sumatera Barat,Sumatera,dipasarkan segar,Laut,2002,70613
400,14,Riau,Sumatera,dipasarkan segar,Laut,2002,242847
401,21,Kepulauan Riau,Sumatera,dipasarkan segar,Laut,2002,0
402,15,Jambi,Sumatera,dipasarkan segar,Laut,2002,23785
403,16,Sumatera Selatan,Sumatera,dipasarkan segar,Laut,2002,33312
404,19,Kepulauan Bangka Belitung,Sumatera,dipasarkan segar,Laut,2002,113886
405,17,Bengkulu,Sumatera,dipasarkan segar,Laut,2002,21428
406,18,Lampung,Sumatera,dipasarkan segar,Laut,2002,110592
407,36,Banten,Jawa,dipasarkan segar,Laut,2002,44091
408,31,DKI Jakarta,Jawa,dipasarkan segar,Laut,2002,93095
409,32,Jawa Barat,Jawa,dipasarkan segar,Laut,2002,59835
410,33,Jawa Tengah,Jawa,dipasarkan segar,Laut,2002,90170
411,34,DI Yogyakarta,Jawa,dipasarkan segar,Laut,2002,1641
412,35,Jawa Timur,Jawa,dipasarkan segar,Laut,2002,156891
413,51,Bali,Bali - Nusa Tenggara,dipasarkan segar,Laut,2002,38747
414,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,dipasarkan segar,Laut,2002,33554
