ID,ProvinsiID,NamaProvinsi,Wilayah,JenisOlahan,JenisPerairan,Tahun,Volume,OlahanID
129,81,Maluku,Maluku - Papua,semua,Laut,2004,342466,0
130,82,Maluku Utara,Maluku - Papua,semua,Laut,2004,15723,0
131,91,Papua Barat,Maluku - Papua,semua,Laut,2004,0,0
132,94,Papua,Maluku - Papua,semua,Laut,2004,163350,0
133,11,Aceh,Sumatera,semua,Laut,2005,2895,0
134,12,Sumatera Utara,Sumatera,semua,Laut,2005,87014,0
135,13,Sumatera Barat,Sumatera,semua,Laut,2005,22041,0
136,14,Riau,Sumatera,semua,Laut,2005,21064,0
137,21,Kepulauan Riau,Sumatera,semua,Laut,2005,15016,0
138,15,Jambi,Sumatera,semua,Laut,2005,9641,0
139,16,Sumatera Selatan,Sumatera,semua,Laut,2005,2645,0
140,19,Kepulauan Bangka Belitung,Sumatera,semua,Laut,2005,17729,0
141,17,Bengkulu,Sumatera,semua,Laut,2005,1111,0
142,18,Lampung,Sumatera,semua,Laut,2005,17912,0
143,36,Banten,Jawa,semua,Laut,2005,12596,0
144,31,DKI Jakarta,Jawa,semua,Laut,2005,36484,0
145,32,Jawa Barat,Jawa,semua,Laut,2005,68166,0
146,33,Jawa Tengah,Jawa,semua,Laut,2005,62063,0
147,34,DI Yogyakarta,Jawa,semua,Laut,2005,0,0
148,35,Jawa Timur,Jawa,semua,Laut,2005,92808,0
149,51,Bali,Bali - Nusa Tenggara,semua,Laut,2005,24240,0
150,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,semua,Laut,2005,12433,0
151,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,semua,Laut,2005,22419,0
152,61,Kalimantan Barat,Kalimantan,semua,Laut,2005,8941,0
153,62,Kalimantan Tengah,Kalimantan,semua,Laut,2005,8250,0
154,63,Kalimantan Selatan,Kalimantan,semua,Laut,2005,36055,0
155,64,Kalimantan Timur,Kalimantan,semua,Laut,2005,14309,0
156,71,Sulawesi Utara,Sulawesi,semua,Laut,2005,93580,0
157,75,Gorontalo,Sulawesi,semua,Laut,2005,1150,0
158,72,Sulawesi Tengah,Sulawesi,semua,Laut,2005,16834,0
159,73,Sulawesi Selatan,Sulawesi,semua,Laut,2005,54790,0
160,76,Sulawesi Barat,Sulawesi,semua,Laut,2005,7739,0
161,74,Sulawesi Tenggara,Sulawesi,semua,Laut,2005,40941,0
162,81,Maluku,Maluku - Papua,semua,Laut,2005,403227,0
163,82,Maluku Utara,Maluku - Papua,semua,Laut,2005,29864,0
164,91,Papua Barat,Maluku - Papua,semua,Laut,2005,40650,0
165,94,Papua,Maluku - Papua,semua,Laut,2005,149075,0
166,11,Aceh,Sumatera,semua,Laut,2006,4096,0
167,12,Sumatera Utara,Sumatera,semua,Laut,2006,91278,0
168,13,Sumatera Barat,Sumatera,semua,Laut,2006,28942,0
169,14,Riau,Sumatera,semua,Laut,2006,20978,0
170,21,Kepulauan Riau,Sumatera,semua,Laut,2006,0,0
171,15,Jambi,Sumatera,semua,Laut,2006,5117,0
172,16,Sumatera Selatan,Sumatera,semua,Laut,2006,0,0
173,19,Kepulauan Bangka Belitung,Sumatera,semua,Laut,2006,22795,0
174,17,Bengkulu,Sumatera,semua,Laut,2006,2137,0
175,18,Lampung,Sumatera,semua,Laut,2006,17384,0
176,36,Banten,Jawa,semua,Laut,2006,11409,0
177,31,DKI Jakarta,Jawa,semua,Laut,2006,26172,0
178,32,Jawa Barat,Jawa,semua,Laut,2006,67054,0
179,33,Jawa Tengah,Jawa,semua,Laut,2006,62063,0
180,34,DI Yogyakarta,Jawa,semua,Laut,2006,0,0
181,35,Jawa Timur,Jawa,semua,Laut,2006,142947,0
182,51,Bali,Bali - Nusa Tenggara,semua,Laut,2006,24555,0
183,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,semua,Laut,2006,20977,0
184,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,semua,Laut,2006,24481,0
185,61,Kalimantan Barat,Kalimantan,semua,Laut,2006,9561,0
186,62,Kalimantan Tengah,Kalimantan,semua,Laut,2006,9425,0
187,63,Kalimantan Selatan,Kalimantan,semua,Laut,2006,33139,0
188,64,Kalimantan Timur,Kalimantan,semua,Laut,2006,11567,0
189,71,Sulawesi Utara,Sulawesi,semua,Laut,2006,86940,0
190,75,Gorontalo,Sulawesi,semua,Laut,2006,809,0
191,72,Sulawesi Tengah,Sulawesi,semua,Laut,2006,14705,0
192,73,Sulawesi Selatan,Sulawesi,semua,Laut,2006,60414,0
193,76,Sulawesi Barat,Sulawesi,semua,Laut,2006,8512,0
194,74,Sulawesi Tenggara,Sulawesi,semua,Laut,2006,32720,0
195,81,Maluku,Maluku - Papua,semua,Laut,2006,397138,0
196,82,Maluku Utara,Maluku - Papua,semua,Laut,2006,35309,0
197,91,Papua Barat,Maluku - Papua,semua,Laut,2006,39223,0
198,94,Papua,Maluku - Papua,semua,Laut,2006,142410,0
199,11,Aceh,Sumatera,semua,Laut,2007,4570,0
200,12,Sumatera Utara,Sumatera,semua,Laut,2007,118510,0
201,13,Sumatera Barat,Sumatera,semua,Laut,2007,33307,0
202,14,Riau,Sumatera,semua,Laut,2007,21349,0
203,21,Kepulauan Riau,Sumatera,semua,Laut,2007,0,0
204,15,Jambi,Sumatera,semua,Laut,2007,18353,0
205,16,Sumatera Selatan,Sumatera,semua,Laut,2007,0,0
206,19,Kepulauan Bangka Belitung,Sumatera,semua,Laut,2007,20628,0
207,17,Bengkulu,Sumatera,semua,Laut,2007,1286,0
208,18,Lampung,Sumatera,semua,Laut,2007,16133,0
209,36,Banten,Jawa,semua,Laut,2007,10680,0
210,31,DKI Jakarta,Jawa,semua,Laut,2007,22853,0
211,32,Jawa Barat,Jawa,semua,Laut,2007,69376,0
212,33,Jawa Tengah,Jawa,semua,Laut,2007,46235,0
213,34,DI Yogyakarta,Jawa,semua,Laut,2007,93,0
214,35,Jawa Timur,Jawa,semua,Laut,2007,157703,0
215,51,Bali,Bali - Nusa Tenggara,semua,Laut,2007,38384,0
216,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,semua,Laut,2007,30700,0
217,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,semua,Laut,2007,25436,0
218,61,Kalimantan Barat,Kalimantan,semua,Laut,2007,9774,0
219,62,Kalimantan Tengah,Kalimantan,semua,Laut,2007,10724,0
220,63,Kalimantan Selatan,Kalimantan,semua,Laut,2007,23941,0
221,64,Kalimantan Timur,Kalimantan,semua,Laut,2007,10832,0
222,71,Sulawesi Utara,Sulawesi,semua,Laut,2007,91629,0
223,75,Gorontalo,Sulawesi,semua,Laut,2007,511,0
224,72,Sulawesi Tengah,Sulawesi,semua,Laut,2007,22661,0
225,73,Sulawesi Selatan,Sulawesi,semua,Laut,2007,35959,0
226,76,Sulawesi Barat,Sulawesi,semua,Laut,2007,8866,0
227,74,Sulawesi Tenggara,Sulawesi,semua,Laut,2007,41071,0
228,81,Maluku,Maluku - Papua,semua,Laut,2007,303727,0
229,82,Maluku Utara,Maluku - Papua,semua,Laut,2007,35309,0
230,91,Papua Barat,Maluku - Papua,semua,Laut,2007,45343,0
231,94,Papua,Maluku - Papua,semua,Laut,2007,147454,0
232,11,Aceh,Sumatera,semua,Laut,2008,4123,0
233,12,Sumatera Utara,Sumatera,semua,Laut,2008,115539,0
234,13,Sumatera Barat,Sumatera,semua,Laut,2008,44564,0
235,14,Riau,Sumatera,semua,Laut,2008,18979,0
236,21,Kepulauan Riau,Sumatera,semua,Laut,2008,0,0
237,15,Jambi,Sumatera,semua,Laut,2008,19843,0
238,16,Sumatera Selatan,Sumatera,semua,Laut,2008,2266,0
239,19,Kepulauan Bangka Belitung,Sumatera,semua,Laut,2008,15040,0
240,17,Bengkulu,Sumatera,semua,Laut,2008,55,0
241,18,Lampung,Sumatera,semua,Laut,2008,23024,0
242,36,Banten,Jawa,semua,Laut,2008,11289,0
243,31,DKI Jakarta,Jawa,semua,Laut,2008,19605,0
244,32,Jawa Barat,Jawa,semua,Laut,2008,79146,0
245,33,Jawa Tengah,Jawa,semua,Laut,2008,83280,0
246,34,DI Yogyakarta,Jawa,semua,Laut,2008,98,0
247,35,Jawa Timur,Jawa,semua,Laut,2008,157781,0
248,51,Bali,Bali - Nusa Tenggara,semua,Laut,2008,33250,0
249,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,semua,Laut,2008,21800,0
250,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,semua,Laut,2008,25221,0
251,61,Kalimantan Barat,Kalimantan,semua,Laut,2008,14218,0
252,62,Kalimantan Tengah,Kalimantan,semua,Laut,2008,6706,0
253,63,Kalimantan Selatan,Kalimantan,semua,Laut,2008,28825,0
254,64,Kalimantan Timur,Kalimantan,semua,Laut,2008,11056,0
255,71,Sulawesi Utara,Sulawesi,semua,Laut,2008,72291,0
256,75,Gorontalo,Sulawesi,semua,Laut,2008,728,0
257,72,Sulawesi Tengah,Sulawesi,semua,Laut,2008,18477,0
258,73,Sulawesi Selatan,Sulawesi,semua,Laut,2008,18576,0
259,76,Sulawesi Barat,Sulawesi,semua,Laut,2008,8451,0
260,74,Sulawesi Tenggara,Sulawesi,semua,Laut,2008,37197,0
261,81,Maluku,Maluku - Papua,semua,Laut,2008,94978,0
262,82,Maluku Utara,Maluku - Papua,semua,Laut,2008,45410,0
263,91,Papua Barat,Maluku - Papua,semua,Laut,2008,45343,0
264,94,Papua,Maluku - Papua,semua,Laut,2008,138504,0
265,11,Aceh,Sumatera,semua,Laut,2009,4522,0
266,12,Sumatera Utara,Sumatera,semua,Laut,2009,97425,0
267,13,Sumatera Barat,Sumatera,semua,Laut,2009,34214,0
268,14,Riau,Sumatera,semua,Laut,2009,13176,0
269,21,Kepulauan Riau,Sumatera,semua,Laut,2009,0,0
270,15,Jambi,Sumatera,semua,Laut,2009,19839,0
271,16,Sumatera Selatan,Sumatera,semua,Laut,2009,2266,0
272,19,Kepulauan Bangka Belitung,Sumatera,semua,Laut,2009,3992,0
273,17,Bengkulu,Sumatera,semua,Laut,2009,0,0
274,18,Lampung,Sumatera,semua,Laut,2009,37788,0
275,36,Banten,Jawa,semua,Laut,2009,12593,0
276,31,DKI Jakarta,Jawa,semua,Laut,2009,40447,0
277,32,Jawa Barat,Jawa,semua,Laut,2009,23255,0
278,33,Jawa Tengah,Jawa,semua,Laut,2009,81557,0
279,34,DI Yogyakarta,Jawa,semua,Laut,2009,315,0
280,35,Jawa Timur,Jawa,semua,Laut,2009,143790,0
281,51,Bali,Bali - Nusa Tenggara,semua,Laut,2009,36979,0
282,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,semua,Laut,2009,19438,0
283,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,semua,Laut,2009,35477,0
284,61,Kalimantan Barat,Kalimantan,semua,Laut,2009,14317,0
285,62,Kalimantan Tengah,Kalimantan,semua,Laut,2009,8460,0
286,63,Kalimantan Selatan,Kalimantan,semua,Laut,2009,32199,0
287,64,Kalimantan Timur,Kalimantan,semua,Laut,2009,11369,0
288,71,Sulawesi Utara,Sulawesi,semua,Laut,2009,70049,0
289,75,Gorontalo,Sulawesi,semua,Laut,2009,523,0
290,72,Sulawesi Tengah,Sulawesi,semua,Laut,2009,13851,0
291,73,Sulawesi Selatan,Sulawesi,semua,Laut,2009,16184,0
292,76,Sulawesi Barat,Sulawesi,semua,Laut,2009,8863,0
293,74,Sulawesi Tenggara,Sulawesi,semua,Laut,2009,36306,0
294,81,Maluku,Maluku - Papua,semua,Laut,2009,76313,0
295,82,Maluku Utara,Maluku - Papua,semua,Laut,2009,39402,0
296,91,Papua Barat,Maluku - Papua,semua,Laut,2009,32394,0
297,94,Papua,Maluku - Papua,semua,Laut,2009,136092,0
298,11,Aceh,Sumatera,semua,Laut,2010,2909,0
299,12,Sumatera Utara,Sumatera,semua,Laut,2010,88741,0
300,13,Sumatera Barat,Sumatera,semua,Laut,2010,34214,0
301,14,Riau,Sumatera,semua,Laut,2010,13463,0
302,21,Kepulauan Riau,Sumatera,semua,Laut,2010,0,0
303,15,Jambi,Sumatera,semua,Laut,2010,21974,0
304,16,Sumatera Selatan,Sumatera,semua,Laut,2010,0,0
305,19,Kepulauan Bangka Belitung,Sumatera,semua,Laut,2010,13302,0
306,17,Bengkulu,Sumatera,semua,Laut,2010,0,0
307,18,Lampung,Sumatera,semua,Laut,2010,32369,0
308,36,Banten,Jawa,semua,Laut,2010,8482,0
309,31,DKI Jakarta,Jawa,semua,Laut,2010,44884,0
310,32,Jawa Barat,Jawa,semua,Laut,2010,18013,0
311,33,Jawa Tengah,Jawa,semua,Laut,2010,77901,0
312,34,DI Yogyakarta,Jawa,semua,Laut,2010,315,0
313,35,Jawa Timur,Jawa,semua,Laut,2010,99096,0
314,51,Bali,Bali - Nusa Tenggara,semua,Laut,2010,37046,0
315,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,semua,Laut,2010,31640,0
316,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,semua,Laut,2010,27265,0
317,61,Kalimantan Barat,Kalimantan,semua,Laut,2010,11038,0
318,62,Kalimantan Tengah,Kalimantan,semua,Laut,2010,7645,0
319,63,Kalimantan Selatan,Kalimantan,semua,Laut,2010,19371,0
320,64,Kalimantan Timur,Kalimantan,semua,Laut,2010,17961,0
321,71,Sulawesi Utara,Sulawesi,semua,Laut,2010,70103,0
322,75,Gorontalo,Sulawesi,semua,Laut,2010,196,0
323,72,Sulawesi Tengah,Sulawesi,semua,Laut,2010,11346,0
324,73,Sulawesi Selatan,Sulawesi,semua,Laut,2010,15523,0
325,76,Sulawesi Barat,Sulawesi,semua,Laut,2010,14840,0
326,74,Sulawesi Tenggara,Sulawesi,semua,Laut,2010,36473,0
327,81,Maluku,Maluku - Papua,semua,Laut,2010,266480,0
328,82,Maluku Utara,Maluku - Papua,semua,Laut,2010,51189,0
329,91,Papua Barat,Maluku - Papua,semua,Laut,2010,41632,0
330,94,Papua,Maluku - Papua,semua,Laut,2010,154609,0
331,11,Aceh,Sumatera,semua,Laut,2011,381,0
332,12,Sumatera Utara,Sumatera,semua,Laut,2011,97797,0
333,13,Sumatera Barat,Sumatera,semua,Laut,2011,30537,0
334,14,Riau,Sumatera,semua,Laut,2011,21643,0
335,21,Kepulauan Riau,Sumatera,semua,Laut,2011,0,0
336,15,Jambi,Sumatera,semua,Laut,2011,12540,0
337,16,Sumatera Selatan,Sumatera,semua,Laut,2011,12935,0
338,19,Kepulauan Bangka Belitung,Sumatera,semua,Laut,2011,20404,0
339,17,Bengkulu,Sumatera,semua,Laut,2011,1596,0
340,18,Lampung,Sumatera,semua,Laut,2011,34958,0
341,36,Banten,Jawa,semua,Laut,2011,11156,0
342,31,DKI Jakarta,Jawa,semua,Laut,2011,33688,0
343,32,Jawa Barat,Jawa,semua,Laut,2011,55427,0
344,33,Jawa Tengah,Jawa,semua,Laut,2011,84056,0
345,34,DI Yogyakarta,Jawa,semua,Laut,2011,0,0
346,35,Jawa Timur,Jawa,semua,Laut,2011,77536,0
347,51,Bali,Bali - Nusa Tenggara,semua,Laut,2011,23549,0
348,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,semua,Laut,2011,19644,0
349,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,semua,Laut,2011,30416,0
350,61,Kalimantan Barat,Kalimantan,semua,Laut,2011,10541,0
351,62,Kalimantan Tengah,Kalimantan,semua,Laut,2011,7344,0
352,63,Kalimantan Selatan,Kalimantan,semua,Laut,2011,13058,0
353,64,Kalimantan Timur,Kalimantan,semua,Laut,2011,14811,0
354,71,Sulawesi Utara,Sulawesi,semua,Laut,2011,70103,0
355,75,Gorontalo,Sulawesi,semua,Laut,2011,289,0
356,72,Sulawesi Tengah,Sulawesi,semua,Laut,2011,22439,0
357,73,Sulawesi Selatan,Sulawesi,semua,Laut,2011,18172,0
358,76,Sulawesi Barat,Sulawesi,semua,Laut,2011,10999,0
359,74,Sulawesi Tenggara,Sulawesi,semua,Laut,2011,39528,0
360,81,Maluku,Maluku - Papua,semua,Laut,2011,177871,0
361,82,Maluku Utara,Maluku - Papua,semua,Laut,2011,60935,0
362,91,Papua Barat,Maluku - Papua,semua,Laut,2011,41633,0
363,94,Papua,Maluku - Papua,semua,Laut,2011,171599,0
364,11,Aceh,Sumatera,ikan kering/asin,Laut,2001,8105,1
365,12,Sumatera Utara,Sumatera,ikan kering/asin,Laut,2001,82948,1
366,13,Sumatera Barat,Sumatera,ikan kering/asin,Laut,2001,17574,1
367,14,Riau,Sumatera,ikan kering/asin,Laut,2001,35662,1
368,21,Kepulauan Riau,Sumatera,ikan kering/asin,Laut,2001,0,1
369,15,Jambi,Sumatera,ikan kering/asin,Laut,2001,3200,1
370,16,Sumatera Selatan,Sumatera,ikan kering/asin,Laut,2001,1520,1
371,19,Kepulauan Bangka Belitung,Sumatera,ikan kering/asin,Laut,2001,4492,1
372,17,Bengkulu,Sumatera,ikan kering/asin,Laut,2001,97,1
373,18,Lampung,Sumatera,ikan kering/asin,Laut,2001,10161,1
374,36,Banten,Jawa,ikan kering/asin,Laut,2001,0,1
375,31,DKI Jakarta,Jawa,ikan kering/asin,Laut,2001,8772,1
376,32,Jawa Barat,Jawa,ikan kering/asin,Laut,2001,39492,1
377,33,Jawa Tengah,Jawa,ikan kering/asin,Laut,2001,53776,1
378,34,DI Yogyakarta,Jawa,ikan kering/asin,Laut,2001,0,1
379,35,Jawa Timur,Jawa,ikan kering/asin,Laut,2001,56108,1
380,51,Bali,Bali - Nusa Tenggara,ikan kering/asin,Laut,2001,191,1
381,52,Nusa Tenggara Barat,Bali - Nusa Tenggara,ikan kering/asin,Laut,2001,17138,1
382,53,Nusa Tenggara Timur,Bali - Nusa Tenggara,ikan kering/asin,Laut,2001,11708,1
383,61,Kalimantan Barat,Kalimantan,ikan kering/asin,Laut,2001,12039,1
384,62,Kalimantan Tengah,Kalimantan,ikan kering/asin,Laut,2001,14505,1
385,63,Kalimantan Selatan,Kalimantan,ikan kering/asin,Laut,2001,16709,1
386,64,Kalimantan Timur,Kalimantan,ikan kering/asin,Laut,2001,9089,1
387,71,Sulawesi Utara,Sulawesi,ikan kering/asin,Laut,2001,5673,1
388,75,Gorontalo,Sulawesi,ikan kering/asin,Laut,2001,1679,1
389,72,Sulawesi Tengah,Sulawesi,ikan kering/asin,Laut,2001,9729,1
390,73,Sulawesi Selatan,Sulawesi,ikan kering/asin,Laut,2001,51400,1
391,76,Sulawesi Barat,Sulawesi,ikan kering/asin,Laut,2001,0,1
392,74,Sulawesi Tenggara,Sulawesi,ikan kering/asin,Laut,2001,14334,1
393,81,Maluku,Maluku - Papua,ikan kering/asin,Laut,2001,49215,1
394,82,Maluku Utara,Maluku - Papua,ikan kering/asin,Laut,2001,14789,1
